epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,250.041,3.67971,5.76584,4.26793,0.00074,5e-05,0.00038,0.00011,3.57751,5.39123,4.15959,0.00330918,0.00330918,0.00330918
2,396.542,3.67533,5.73587,4.20611,0.0008,0.01787,0.00043,0.00013,3.60442,inf,7.45148,0.00663155,0.00663155,0.00663155
3,451.156,2.70592,4.51133,2.96764,0.243,0.02768,0.00838,0.00339,2.31431,4.09982,2.58687,0.00994293,0.00994293,0.00994293
4,506.3,1.96057,3.60009,2.10688,0.26555,0.07961,0.04053,0.02099,1.92361,3.45097,2.08835,0.0099505,0.0099505,0.0099505
5,556.844,1.72224,3.15513,1.86725,0.22844,0.13522,0.08215,0.04576,1.77115,2.84979,1.90014,0.009934,0.009934,0.009934
6,606.501,1.62474,2.8266,1.74851,0.24581,0.15392,0.10381,0.05937,1.68027,2.64632,1.81145,0.0099175,0.0099175,0.0099175
7,656.408,1.53558,2.64228,1.65761,0.29716,0.18412,0.13984,0.08201,1.60354,2.48118,1.73474,0.009901,0.009901,0.009901
8,705.125,1.48251,2.48818,1.60541,0.30923,0.20385,0.16337,0.09911,1.54269,2.3535,1.6887,0.0098845,0.0098845,0.0098845
9,754.096,1.45292,2.3861,1.57041,0.31988,0.22385,0.18401,0.11179,1.50431,2.24049,1.65347,0.009868,0.009868,0.009868
10,802.864,1.42339,2.29386,1.55303,0.35173,0.24771,0.21757,0.13573,1.45979,2.11732,1.60475,0.0098515,0.0098515,0.0098515
11,851.562,1.38306,2.20183,1.51305,0.35558,0.25424,0.22737,0.14296,1.44201,2.07835,1.58362,0.009835,0.009835,0.009835
12,899.909,1.35304,2.17569,1.49483,0.40848,0.27303,0.25329,0.1594,1.41638,1.98404,1.55818,0.0098185,0.0098185,0.0098185
13,947.955,1.33741,2.07411,1.46938,0.40816,0.28134,0.27185,0.17422,1.39225,1.94189,1.5295,0.009802,0.009802,0.009802
14,996.73,1.31747,2.02302,1.46456,0.39591,0.30004,0.2851,0.18438,1.36147,1.89899,1.50445,0.0097855,0.0097855,0.0097855
15,1045.29,1.29024,2.01303,1.44045,0.41107,0.30917,0.29368,0.19035,1.35247,1.838,1.48247,0.009769,0.009769,0.009769
16,1093.91,1.27702,1.96276,1.42715,0.41494,0.32405,0.30804,0.1999,1.33626,1.80147,1.47361,0.0097525,0.0097525,0.0097525
17,1142.1,1.26938,1.93305,1.41059,0.43607,0.32559,0.31541,0.20758,1.32709,1.76156,1.45726,0.009736,0.009736,0.009736
18,1190,1.28188,1.86335,1.39881,0.47256,0.32761,0.33309,0.2195,1.30347,1.70515,1.43951,0.0097195,0.0097195,0.0097195
19,1237.88,1.2507,1.81259,1.38785,0.45867,0.33628,0.33733,0.22541,1.29631,1.69298,1.43559,0.009703,0.009703,0.009703
20,1285.81,1.24326,1.78897,1.37334,0.46275,0.34291,0.34728,0.23166,1.29057,1.66742,1.42341,0.0096865,0.0096865,0.0096865
21,1333.8,1.22049,1.75067,1.36595,0.48692,0.3595,0.36025,0.24135,1.27314,1.62402,1.40794,0.00967,0.00967,0.00967
22,1381.68,1.20062,1.72588,1.34879,0.4808,0.36374,0.36689,0.24498,1.2628,1.60163,1.39608,0.0096535,0.0096535,0.0096535
23,1429.55,1.20039,1.7046,1.34086,0.46817,0.37883,0.37639,0.25152,1.25514,1.58118,1.38995,0.009637,0.009637,0.009637
24,1477.52,1.17675,1.67027,1.32534,0.50932,0.36502,0.37801,0.25406,1.24408,1.57143,1.37643,0.0096205,0.0096205,0.0096205
25,1525.29,1.18858,1.64298,1.33682,0.48778,0.38742,0.3901,0.26246,1.23566,1.54008,1.37273,0.009604,0.009604,0.009604
26,1573.01,1.19447,1.62755,1.33372,0.50604,0.38741,0.39699,0.26744,1.2274,1.52169,1.36769,0.0095875,0.0095875,0.0095875
27,1620.65,1.17364,1.61762,1.32466,0.5099,0.3932,0.40302,0.27445,1.2189,1.49973,1.35835,0.009571,0.009571,0.009571
28,1668.29,1.13836,1.57961,1.3012,0.51703,0.39286,0.40416,0.27388,1.2116,1.49499,1.35404,0.0095545,0.0095545,0.0095545
29,1715.68,1.13128,1.56046,1.29901,0.50815,0.40026,0.40864,0.27762,1.21123,1.47992,1.34685,0.009538,0.009538,0.009538
30,1763.11,1.14596,1.54662,1.29486,0.52445,0.41106,0.42,0.28707,1.20064,1.45188,1.34013,0.0095215,0.0095215,0.0095215
31,1810.63,1.13589,1.55586,1.30122,0.52078,0.412,0.42144,0.28814,1.19922,1.44315,1.33346,0.009505,0.009505,0.009505
32,1858.05,1.14476,1.52748,1.29318,0.5347,0.41432,0.4282,0.29421,1.19033,1.42449,1.32503,0.0094885,0.0094885,0.0094885
33,1905.42,1.1527,1.51492,1.29101,0.53795,0.40577,0.43081,0.29621,1.18662,1.41154,1.32357,0.009472,0.009472,0.009472
34,1952.86,1.1345,1.52118,1.2862,0.54224,0.4203,0.43586,0.29957,1.17777,1.39359,1.31505,0.0094555,0.0094555,0.0094555
35,2000.49,1.11663,1.48695,1.27361,0.53802,0.41936,0.43757,0.30351,1.17191,1.3907,1.31144,0.009439,0.009439,0.009439
36,2048.02,1.11164,1.49194,1.27979,0.53345,0.43367,0.44352,0.30752,1.1702,1.37789,1.3087,0.0094225,0.0094225,0.0094225
37,2095.68,1.10565,1.43462,1.26048,0.54514,0.4363,0.44911,0.31002,1.16315,1.36227,1.30152,0.009406,0.009406,0.009406
38,2143.26,1.0845,1.46245,1.25425,0.56644,0.42861,0.45223,0.31332,1.16013,1.35633,1.29896,0.0093895,0.0093895,0.0093895
39,2190.86,1.10826,1.44465,1.26621,0.55054,0.43934,0.45314,0.31527,1.15465,1.3522,1.29467,0.009373,0.009373,0.009373
40,2238.26,1.08948,1.41834,1.25032,0.56482,0.43779,0.46082,0.3214,1.14821,1.33569,1.29043,0.0093565,0.0093565,0.0093565
41,2285.48,1.09814,1.39533,1.25485,0.57632,0.43374,0.46468,0.32419,1.14619,1.32011,1.28485,0.00934,0.00934,0.00934
42,2332.8,1.09872,1.39884,1.25828,0.55093,0.44979,0.46428,0.32379,1.14551,1.32182,1.28767,0.0093235,0.0093235,0.0093235
43,2380.18,1.08932,1.38908,1.24649,0.57092,0.4455,0.46974,0.3292,1.13448,1.30467,1.27801,0.009307,0.009307,0.009307
44,2427.54,1.07729,1.36397,1.23732,0.58018,0.44375,0.47057,0.32982,1.13389,1.30125,1.27419,0.0092905,0.0092905,0.0092905
45,2474.87,1.0824,1.3458,1.23631,0.58019,0.44713,0.47637,0.33418,1.13073,1.29251,1.2753,0.009274,0.009274,0.009274
46,2522.44,1.08562,1.36358,1.23968,0.56211,0.45929,0.47668,0.33477,1.12856,1.28315,1.26837,0.0092575,0.0092575,0.0092575
47,2569.71,1.06746,1.35619,1.23628,0.58233,0.45502,0.47971,0.33713,1.12757,1.27972,1.2673,0.009241,0.009241,0.009241
48,2616.89,1.08879,1.32051,1.23407,0.58955,0.4512,0.48423,0.33951,1.12295,1.27334,1.26559,0.0092245,0.0092245,0.0092245
49,2664.08,1.07336,1.33866,1.23433,0.60107,0.45444,0.48627,0.34168,1.12021,1.25987,1.26208,0.009208,0.009208,0.009208
50,2711.36,1.07003,1.31485,1.22573,0.59124,0.46051,0.49058,0.34526,1.11496,1.25291,1.25743,0.0091915,0.0091915,0.0091915
51,2758.66,1.07561,1.32889,1.22463,0.59392,0.45958,0.49051,0.34602,1.11343,1.25127,1.25552,0.009175,0.009175,0.009175
52,2805.79,1.04919,1.29818,1.21961,0.59621,0.46546,0.4951,0.34925,1.11184,1.24041,1.25256,0.0091585,0.0091585,0.0091585
53,2853.1,1.05605,1.28507,1.2111,0.60169,0.46499,0.50011,0.35211,1.11085,1.23236,1.24905,0.009142,0.009142,0.009142
54,2900.36,1.04761,1.28044,1.21487,0.606,0.46695,0.50228,0.3545,1.10799,1.2275,1.2487,0.0091255,0.0091255,0.0091255
55,2947.48,1.05647,1.28964,1.21993,0.6054,0.46798,0.50271,0.35594,1.10369,1.22269,1.24536,0.009109,0.009109,0.009109
56,2994.6,1.03198,1.25259,1.20518,0.59491,0.4755,0.50499,0.35722,1.10295,1.22027,1.24557,0.0090925,0.0090925,0.0090925
57,3041.77,1.04463,1.26916,1.21762,0.61072,0.4736,0.50842,0.36019,1.10204,1.21395,1.24454,0.009076,0.009076,0.009076
58,3088.86,1.05245,1.25955,1.20818,0.60242,0.47819,0.50732,0.35958,1.09959,1.21236,1.24279,0.0090595,0.0090595,0.0090595
59,3135.98,1.0334,1.24066,1.20007,0.61414,0.47556,0.51159,0.36192,1.09692,1.2054,1.23899,0.009043,0.009043,0.009043
60,3183.27,1.02963,1.23499,1.20341,0.6247,0.47029,0.51457,0.36464,1.09339,1.19964,1.2362,0.0090265,0.0090265,0.0090265
61,3230.49,1.04735,1.24993,1.21129,0.61775,0.4793,0.51549,0.36657,1.09204,1.1971,1.23571,0.00901,0.00901,0.00901
62,3277.75,1.02577,1.22498,1.19217,0.62159,0.47673,0.51669,0.36584,1.09148,1.19165,1.23231,0.0089935,0.0089935,0.0089935
63,3324.94,1.0296,1.24381,1.1913,0.61692,0.48082,0.51987,0.36912,1.09031,1.18814,1.23278,0.008977,0.008977,0.008977
64,3372.08,1.03377,1.23966,1.19496,0.59592,0.49099,0.51844,0.36858,1.08961,1.18471,1.2332,0.0089605,0.0089605,0.0089605
65,3419.11,1.02496,1.21017,1.18805,0.62622,0.48227,0.52208,0.37153,1.08836,1.17877,1.23004,0.008944,0.008944,0.008944
66,3466.1,1.02692,1.20175,1.18543,0.62956,0.48129,0.52323,0.37159,1.08576,1.17534,1.22829,0.0089275,0.0089275,0.0089275
67,3513.07,1.02641,1.20472,1.18732,0.62738,0.48489,0.52592,0.37322,1.08379,1.17056,1.22738,0.008911,0.008911,0.008911
68,3560.09,0.99664,1.19447,1.18145,0.6078,0.48997,0.52781,0.37514,1.08293,1.16423,1.22527,0.0088945,0.0088945,0.0088945
69,3607.12,1.02158,1.19413,1.18103,0.61869,0.48876,0.52802,0.37565,1.08287,1.16323,1.22371,0.008878,0.008878,0.008878
70,3654.1,1.01155,1.17843,1.17628,0.61468,0.49534,0.52955,0.377,1.07975,1.15985,1.22133,0.0088615,0.0088615,0.0088615
71,3701.16,1.00683,1.1958,1.17661,0.62681,0.48952,0.53191,0.37884,1.07712,1.15577,1.22007,0.008845,0.008845,0.008845
72,3748.18,1.00958,1.18611,1.1852,0.63666,0.48874,0.53358,0.37988,1.07678,1.15609,1.21981,0.0088285,0.0088285,0.0088285
73,3795.08,1.02451,1.18485,1.19092,0.6201,0.49568,0.53344,0.38073,1.07638,1.15443,1.21887,0.008812,0.008812,0.008812
74,3842.54,1.00153,1.17265,1.17437,0.61119,0.49644,0.53391,0.38204,1.07396,1.15014,1.21705,0.0087955,0.0087955,0.0087955
75,3889.52,1.01298,1.16259,1.18096,0.62108,0.5025,0.53501,0.38215,1.07115,1.1491,1.21512,0.008779,0.008779,0.008779
76,3936.51,1.00998,1.16886,1.17546,0.60751,0.50122,0.5358,0.38317,1.0692,1.14645,1.2148,0.0087625,0.0087625,0.0087625
77,3983.48,1.00234,1.13704,1.16797,0.60905,0.50068,0.53678,0.38416,1.0681,1.14439,1.21329,0.008746,0.008746,0.008746
78,4031.13,1.00262,1.13621,1.17531,0.62162,0.49585,0.53832,0.3854,1.06893,1.14228,1.21218,0.0087295,0.0087295,0.0087295
79,4083.22,1.0007,1.14381,1.16473,0.63973,0.4934,0.53896,0.38555,1.06851,1.14108,1.21169,0.008713,0.008713,0.008713
80,4130.25,0.99337,1.12779,1.16544,0.62075,0.49834,0.54028,0.38701,1.06787,1.13749,1.21065,0.0086965,0.0086965,0.0086965
81,4177.34,0.9855,1.11848,1.16102,0.61599,0.50023,0.54156,0.38728,1.06773,1.13467,1.20989,0.00868,0.00868,0.00868
82,4224.27,0.99303,1.12669,1.16247,0.6221,0.50263,0.54324,0.38897,1.06534,1.13133,1.20835,0.0086635,0.0086635,0.0086635
83,4271.24,1.00222,1.13605,1.16313,0.62285,0.50416,0.5447,0.3902,1.06506,1.12685,1.20851,0.008647,0.008647,0.008647
84,4318.24,0.99436,1.11855,1.16441,0.61989,0.5086,0.54661,0.39132,1.06465,1.12412,1.20785,0.0086305,0.0086305,0.0086305
85,4365.24,0.99299,1.11151,1.16037,0.62478,0.50598,0.5475,0.39211,1.06362,1.12417,1.20663,0.008614,0.008614,0.008614
86,4412.12,0.98303,1.11228,1.15885,0.63098,0.50422,0.54789,0.39249,1.06272,1.12215,1.20542,0.0085975,0.0085975,0.0085975
87,4458.93,0.98806,1.11075,1.16075,0.62729,0.50442,0.54941,0.39374,1.06168,1.11841,1.2046,0.008581,0.008581,0.008581
88,4505.78,0.97959,1.12325,1.15855,0.63412,0.50423,0.55069,0.39525,1.06157,1.11678,1.20467,0.0085645,0.0085645,0.0085645
89,4552.74,0.98984,1.09958,1.15661,0.62895,0.50774,0.55046,0.39527,1.06117,1.11639,1.20445,0.008548,0.008548,0.008548
90,4599.54,0.97315,1.10357,1.15688,0.63695,0.50176,0.55056,0.39527,1.06111,1.11467,1.20379,0.0085315,0.0085315,0.0085315
91,4646.53,0.98962,1.10119,1.15174,0.63111,0.50355,0.55185,0.39673,1.05964,1.11297,1.20239,0.008515,0.008515,0.008515
92,4693.48,0.97712,1.08904,1.1528,0.6173,0.51019,0.55259,0.39674,1.05957,1.11192,1.20219,0.0084985,0.0084985,0.0084985
93,4740.49,0.98807,1.09252,1.1575,0.62904,0.50843,0.55373,0.39788,1.05939,1.11036,1.20196,0.008482,0.008482,0.008482
94,4787.47,0.97362,1.08788,1.14872,0.62647,0.51189,0.55439,0.39855,1.05827,1.10867,1.20107,0.0084655,0.0084655,0.0084655
95,4834.47,0.97129,1.06169,1.14189,0.64053,0.5068,0.55483,0.39859,1.05812,1.10669,1.20057,0.008449,0.008449,0.008449
96,4881.47,0.96645,1.06145,1.14596,0.64475,0.50553,0.55515,0.39892,1.05777,1.10535,1.20029,0.0084325,0.0084325,0.0084325
97,4928.55,0.98348,1.07951,1.14419,0.64095,0.50723,0.55535,0.39925,1.05744,1.10449,1.20005,0.008416,0.008416,0.008416
98,4975.46,0.97052,1.07329,1.15424,0.6255,0.51435,0.55562,0.40009,1.05649,1.10281,1.19935,0.0083995,0.0083995,0.0083995
99,5022.33,0.99533,1.07782,1.15773,0.63528,0.50906,0.55617,0.40048,1.0553,1.10229,1.19809,0.008383,0.008383,0.008383
100,5069.35,0.96538,1.04623,1.14288,0.62731,0.51644,0.55664,0.40075,1.05503,1.10093,1.19746,0.0083665,0.0083665,0.0083665
101,5116.33,0.96474,1.06124,1.14359,0.63202,0.51458,0.55705,0.40126,1.05435,1.10029,1.19704,0.00835,0.00835,0.00835
102,5163.34,0.96608,1.07053,1.14334,0.63244,0.51443,0.55759,0.40181,1.05351,1.09986,1.19621,0.0083335,0.0083335,0.0083335
103,5210.31,0.97237,1.04914,1.14517,0.63722,0.51334,0.55803,0.40231,1.05416,1.09931,1.19674,0.008317,0.008317,0.008317
104,5257.3,0.97304,1.06319,1.14283,0.63644,0.51467,0.55875,0.40271,1.0539,1.09891,1.19696,0.0083005,0.0083005,0.0083005
105,5304.14,0.96286,1.0542,1.13637,0.63199,0.51887,0.55851,0.4026,1.05287,1.09809,1.19621,0.008284,0.008284,0.008284
106,5350.9,0.97204,1.0553,1.14385,0.62229,0.5236,0.55894,0.4028,1.05268,1.09757,1.19614,0.0082675,0.0082675,0.0082675
107,5397.68,0.96526,1.04399,1.13669,0.62174,0.52344,0.55811,0.40319,1.05212,1.09736,1.19566,0.008251,0.008251,0.008251
108,5444.51,0.96508,1.04625,1.13605,0.6245,0.52194,0.55874,0.40384,1.05192,1.09659,1.19537,0.0082345,0.0082345,0.0082345
109,5491.32,0.95701,1.04837,1.13327,0.64085,0.51902,0.55927,0.40406,1.05198,1.09596,1.19526,0.008218,0.008218,0.008218
110,5538.11,0.95086,1.03075,1.13024,0.64146,0.52069,0.5598,0.40458,1.05139,1.09496,1.19444,0.0082015,0.0082015,0.0082015
111,5584.92,0.94152,1.02617,1.13193,0.64338,0.5201,0.56039,0.40503,1.05096,1.09334,1.1938,0.008185,0.008185,0.008185
112,5631.73,0.95151,1.04375,1.12801,0.63339,0.52,0.56094,0.40527,1.05065,1.09292,1.19355,0.0081685,0.0081685,0.0081685
113,5678.52,0.95901,1.02289,1.13754,0.62872,0.52102,0.56097,0.40531,1.05053,1.0924,1.19343,0.008152,0.008152,0.008152
114,5725.37,0.95963,1.02917,1.13823,0.62804,0.52306,0.56139,0.40554,1.05033,1.09131,1.19325,0.0081355,0.0081355,0.0081355
115,5772.24,0.95754,1.02222,1.13519,0.63141,0.5232,0.56183,0.40594,1.04987,1.08972,1.19278,0.008119,0.008119,0.008119
116,5819.05,0.94803,1.0016,1.12916,0.64373,0.52272,0.56238,0.40646,1.04938,1.08903,1.19254,0.0081025,0.0081025,0.0081025
117,5865.96,0.94907,1.02971,1.1301,0.64405,0.52315,0.56292,0.40669,1.04902,1.08872,1.1921,0.008086,0.008086,0.008086
118,5912.84,0.95663,1.00882,1.12831,0.62794,0.52663,0.56296,0.40653,1.04888,1.08783,1.19192,0.0080695,0.0080695,0.0080695
119,5959.85,0.9426,1.01004,1.12419,0.6306,0.52451,0.56328,0.407,1.04866,1.08669,1.19167,0.008053,0.008053,0.008053
120,6006.77,0.94701,0.9988,1.12972,0.63126,0.5257,0.56355,0.40729,1.04808,1.08581,1.19105,0.0080365,0.0080365,0.0080365
121,6053.62,0.95442,1.0132,1.12524,0.634,0.52421,0.56399,0.4075,1.04764,1.08531,1.19084,0.00802,0.00802,0.00802
122,6100.44,0.93915,0.99921,1.12175,0.63608,0.52293,0.56415,0.40765,1.04734,1.0846,1.19057,0.0080035,0.0080035,0.0080035
123,6147.34,0.94486,0.98931,1.12225,0.64016,0.52022,0.56447,0.40779,1.04702,1.08385,1.19027,0.007987,0.007987,0.007987
124,6194.15,0.94389,1.00334,1.11793,0.64105,0.52057,0.56458,0.40805,1.04677,1.0832,1.19008,0.0079705,0.0079705,0.0079705
125,6240.95,0.94693,1.00629,1.12635,0.63935,0.52178,0.56503,0.40819,1.04656,1.08276,1.18986,0.007954,0.007954,0.007954
126,6287.74,0.95079,0.9837,1.12059,0.64249,0.51906,0.56529,0.40848,1.04629,1.08228,1.18952,0.0079375,0.0079375,0.0079375
127,6334.74,0.95147,1.01346,1.13126,0.64112,0.52088,0.56533,0.40864,1.0461,1.08206,1.18943,0.007921,0.007921,0.007921
128,6381.87,0.95326,0.99654,1.12538,0.64417,0.51923,0.56559,0.40897,1.0461,1.08138,1.18945,0.0079045,0.0079045,0.0079045
129,6428.6,0.92468,0.98094,1.11128,0.64517,0.51956,0.56605,0.40923,1.0462,1.08076,1.18943,0.007888,0.007888,0.007888
130,6475.31,0.93659,0.99014,1.11595,0.6453,0.51952,0.56627,0.40946,1.04599,1.08006,1.18917,0.0078715,0.0078715,0.0078715
131,6522.04,0.9296,0.98801,1.11927,0.64718,0.51871,0.5663,0.40952,1.04603,1.07932,1.18912,0.007855,0.007855,0.007855
132,6568.83,0.94171,0.97896,1.11913,0.65192,0.51756,0.56649,0.40945,1.04597,1.07898,1.18892,0.0078385,0.0078385,0.0078385
133,6615.58,0.91982,0.9672,1.10803,0.64967,0.51845,0.56666,0.40966,1.04585,1.07859,1.18882,0.007822,0.007822,0.007822
134,6662.33,0.93141,0.97594,1.11691,0.64718,0.51868,0.56622,0.40971,1.04566,1.07796,1.18858,0.0078055,0.0078055,0.0078055
135,6709.13,0.9286,0.96472,1.1074,0.64778,0.51853,0.56635,0.40977,1.04565,1.07737,1.18849,0.007789,0.007789,0.007789
136,6755.87,0.93101,0.96667,1.1101,0.64857,0.51809,0.56662,0.40992,1.04565,1.07681,1.18841,0.0077725,0.0077725,0.0077725
137,6802.64,0.92758,0.96785,1.1082,0.64372,0.52111,0.56666,0.40993,1.04542,1.07641,1.18814,0.007756,0.007756,0.007756
138,6849.34,0.92706,0.95927,1.113,0.644,0.52201,0.5672,0.40995,1.04542,1.0757,1.18808,0.0077395,0.0077395,0.0077395
139,6896.13,0.91771,0.95455,1.10012,0.63512,0.52743,0.56729,0.41008,1.04539,1.07492,1.18803,0.007723,0.007723,0.007723
140,6942.97,0.91709,0.95787,1.10704,0.63438,0.52846,0.56732,0.41029,1.04529,1.07472,1.18775,0.0077065,0.0077065,0.0077065
141,6989.7,0.93526,0.96627,1.11421,0.63562,0.52777,0.56749,0.4103,1.04534,1.07438,1.18774,0.00769,0.00769,0.00769
142,7036.54,0.90929,0.92759,1.09863,0.63837,0.52636,0.56772,0.41065,1.04533,1.07378,1.1876,0.0076735,0.0076735,0.0076735
143,7083.43,0.9231,0.95749,1.11294,0.64023,0.52591,0.56804,0.41064,1.04518,1.07328,1.18739,0.007657,0.007657,0.007657
144,7130.19,0.93915,0.96245,1.10638,0.63866,0.52618,0.56819,0.41079,1.04514,1.0729,1.18731,0.0076405,0.0076405,0.0076405
145,7177.01,0.92926,0.9679,1.10804,0.64482,0.5233,0.56847,0.41108,1.04504,1.07262,1.18712,0.007624,0.007624,0.007624
