epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,275.462,3.69865,5.81122,4.26077,0,0,0,0,3.57816,5.39183,4.15868,0.0022,0.0022,0.0022
2,306.505,3.65459,5.75476,4.20205,0,0,0,0,3.57766,5.388,4.15591,0.00449257,0.00449257,0.00449257
3,337.575,3.5772,5.66822,4.16754,0,0,0,0,3.5771,5.38169,4.14867,0.00677756,0.00677756,0.00677756
4,368.648,3.34386,5.26178,3.87967,0,0,0,0,3.54941,5.40668,4.22313,0.00905495,0.00905495,0.00905495
5,402.858,3.02145,4.84747,3.28782,0.0009,0.0003,0.00045,5e-05,3.16081,5.21682,3.74748,0.009934,0.009934,0.009934
6,440.99,2.62756,4.47938,2.82933,0.00274,0.06402,0.00259,0.00111,2.63178,4.16534,2.95417,0.0099175,0.0099175,0.0099175
7,482.411,2.32759,4.15207,2.51607,0.2269,0.01959,0.00487,0.00199,2.48153,4.18229,2.78562,0.009901,0.009901,0.009901
8,532.493,2.11567,3.98128,2.30014,0.18457,0.03732,0.00849,0.00369,2.38578,4.36552,2.64189,0.0098845,0.0098845,0.0098845
9,580.396,2.00172,3.82477,2.23153,0.22164,0.0501,0.01471,0.00648,2.23284,4.0092,2.51061,0.009868,0.009868,0.009868
10,629.2,1.92367,3.60482,2.13891,0.18778,0.06553,0.02022,0.00965,2.12383,4.09127,2.3287,0.0098515,0.0098515,0.0098515
11,672.825,1.81858,3.44369,2.01179,0.15022,0.07224,0.02673,0.01325,2.02175,3.60129,2.27409,0.009835,0.009835,0.009835
12,715.133,1.82175,3.29932,1.97941,0.14178,0.08831,0.03434,0.01772,1.9502,3.46752,2.17776,0.0098185,0.0098185,0.0098185
13,757.448,1.75789,3.21961,1.93309,0.19261,0.07964,0.04054,0.02118,1.94068,3.30506,2.10523,0.009802,0.009802,0.009802
14,798.537,1.67598,3.20443,1.90013,0.1817,0.08313,0.04606,0.02492,1.88492,3.19771,2.06538,0.0097855,0.0097855,0.0097855
15,841.986,1.64484,3.10386,1.85514,0.20335,0.09351,0.05154,0.0271,1.86905,3.2963,2.03146,0.009769,0.009769,0.009769
16,885.286,1.65526,2.93038,1.80935,0.17676,0.10567,0.05882,0.03215,1.79887,3.17467,1.98165,0.0097525,0.0097525,0.0097525
17,925.776,1.6027,2.92078,1.77205,0.16952,0.11601,0.06545,0.03672,1.78181,2.97426,1.98678,0.009736,0.009736,0.009736
18,967.057,1.59389,2.98509,1.76889,0.23912,0.1277,0.07743,0.04299,1.76108,2.90475,1.9383,0.0097195,0.0097195,0.0097195
19,1007.12,1.58735,2.87969,1.76985,0.21491,0.12489,0.07954,0.04484,1.712,2.83294,1.9067,0.009703,0.009703,0.009703
20,1047.48,1.54303,2.819,1.72867,0.26742,0.14092,0.08967,0.05101,1.68387,2.7852,1.8835,0.0096865,0.0096865,0.0096865
21,1087.76,1.54775,2.77988,1.71929,0.22049,0.14797,0.09564,0.05449,1.66309,2.72123,1.86997,0.00967,0.00967,0.00967
22,1127.12,1.53571,2.78973,1.7111,0.27096,0.1501,0.1023,0.05819,1.65897,2.69214,1.87676,0.0096535,0.0096535,0.0096535
23,1166.97,1.50124,2.58387,1.66557,0.21796,0.15646,0.10609,0.06235,1.63982,2.71358,1.85102,0.009637,0.009637,0.009637
24,1207.66,1.48165,2.63104,1.63656,0.25361,0.15718,0.10658,0.06157,1.66323,2.69817,1.83456,0.0096205,0.0096205,0.0096205
25,1248,1.41994,2.61049,1.65143,0.24077,0.16735,0.11506,0.06707,1.61955,2.61687,1.8137,0.009604,0.009604,0.009604
26,1288.18,1.44721,2.52491,1.62994,0.24067,0.17658,0.12672,0.0753,1.60554,2.52283,1.79383,0.0095875,0.0095875,0.0095875
27,1328.3,1.41595,2.52545,1.62512,0.25626,0.17729,0.13247,0.07857,1.60007,2.55019,1.79268,0.009571,0.009571,0.009571
28,1367.8,1.39815,2.45496,1.6248,0.25276,0.18102,0.12935,0.07757,1.59997,2.53005,1.78752,0.0095545,0.0095545,0.0095545
29,1406.99,1.41439,2.41577,1.59651,0.26964,0.17414,0.13145,0.07834,1.58986,2.52116,1.79464,0.009538,0.009538,0.009538
