epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1316.06,3.52239,5.53556,4.09997,0.78834,0.00165,0.00062,0.00012,3.05529,4.72915,3.61897,0.00332425,0.00332425,0.00332425
2,1443.86,2.31647,4.09347,2.65147,0.26474,0.05484,0.02614,0.01258,2.05389,3.49248,2.34561,0.0066466,0.0066466,0.0066466
3,1570.17,1.77799,3.28935,1.98377,0.17461,0.12655,0.07355,0.04246,1.70051,2.85901,1.93815,0.00995795,0.00995795,0.00995795
4,1695.28,1.52685,2.73582,1.71398,0.29351,0.19549,0.14998,0.09285,1.52066,2.38451,1.71875,0.0099505,0.0099505,0.0099505
5,1820.14,1.4172,2.40589,1.60214,0.33544,0.24486,0.20873,0.13257,1.42317,2.11883,1.63549,0.009934,0.009934,0.009934
6,1945.22,1.32818,2.17281,1.53159,0.3954,0.26328,0.24587,0.16056,1.36486,1.98743,1.56478,0.0099175,0.0099175,0.0099175
7,2070.19,1.28418,2.06739,1.48906,0.4222,0.2957,0.28289,0.18741,1.30904,1.83657,1.51405,0.009901,0.009901,0.009901
8,2195.12,1.23878,1.92396,1.43864,0.46858,0.31076,0.31275,0.20821,1.26996,1.76234,1.47774,0.0098845,0.0098845,0.0098845
9,2319.48,1.21658,1.82433,1.42051,0.47426,0.34001,0.34639,0.2325,1.23781,1.64595,1.44828,0.009868,0.009868,0.009868
10,2443.71,1.18724,1.74571,1.39201,0.50556,0.35812,0.36986,0.25344,1.20955,1.56835,1.42048,0.0098515,0.0098515,0.0098515
11,2568.1,1.18496,1.70393,1.38382,0.50384,0.3732,0.38585,0.26433,1.18763,1.53611,1.40379,0.009835,0.009835,0.009835
12,2692.73,1.15293,1.63125,1.35927,0.53267,0.38447,0.40014,0.27654,1.16649,1.48091,1.37615,0.0098185,0.0098185,0.0098185
13,2817,1.12757,1.6083,1.34823,0.51456,0.41002,0.4202,0.29294,1.14737,1.42824,1.36118,0.009802,0.009802,0.009802
14,2941.34,1.12621,1.57167,1.33659,0.53836,0.41976,0.43653,0.30517,1.137,1.38413,1.34908,0.0097855,0.0097855,0.0097855
15,3065.68,1.10864,1.53786,1.3262,0.54608,0.42871,0.44867,0.31522,1.12172,1.34686,1.33624,0.009769,0.009769,0.009769
16,3189.94,1.09621,1.49927,1.31161,0.57105,0.43041,0.46006,0.32473,1.10926,1.32226,1.32486,0.0097525,0.0097525,0.0097525
17,3314.14,1.09757,1.45428,1.30477,0.58076,0.44089,0.46901,0.33234,1.09629,1.29406,1.31113,0.009736,0.009736,0.009736
18,3438.38,1.07944,1.43635,1.30224,0.58296,0.45165,0.48167,0.34213,1.08737,1.26329,1.30563,0.0097195,0.0097195,0.0097195
19,3562.65,1.06745,1.41698,1.29006,0.58635,0.46462,0.49288,0.35053,1.07716,1.24192,1.29744,0.009703,0.009703,0.009703
20,3686.43,1.07092,1.39627,1.28822,0.5998,0.46603,0.49978,0.35605,1.07102,1.22438,1.28888,0.0096865,0.0096865,0.0096865
21,3810.24,1.05103,1.38648,1.27453,0.6227,0.46746,0.50903,0.36389,1.06088,1.20298,1.27701,0.00967,0.00967,0.00967
22,3934.02,1.064,1.356,1.27219,0.61557,0.47213,0.51415,0.36893,1.05321,1.18387,1.27258,0.0096535,0.0096535,0.0096535
23,4058,1.05016,1.34688,1.26905,0.61618,0.48055,0.52326,0.37608,1.0471,1.16469,1.26505,0.009637,0.009637,0.009637
24,4182.17,1.04201,1.3161,1.26002,0.62325,0.48742,0.52679,0.38046,1.04083,1.1503,1.25796,0.0096205,0.0096205,0.0096205
25,4306.23,1.03929,1.31492,1.25416,0.61689,0.49787,0.53439,0.38653,1.03684,1.13763,1.25374,0.009604,0.009604,0.009604
26,4430.15,1.03233,1.27832,1.24818,0.64201,0.49499,0.5413,0.39266,1.0278,1.12215,1.24808,0.0095875,0.0095875,0.0095875
27,4553.93,1.02538,1.28472,1.24794,0.63711,0.49996,0.54499,0.39575,1.02481,1.11172,1.24177,0.009571,0.009571,0.009571
28,4677.92,1.02789,1.27642,1.23973,0.64017,0.50438,0.55076,0.39991,1.02105,1.10448,1.23871,0.0095545,0.0095545,0.0095545
29,4801.43,1.02809,1.25173,1.2389,0.64488,0.50991,0.55576,0.40456,1.01689,1.09311,1.23688,0.009538,0.009538,0.009538
30,4925.21,1.01764,1.23977,1.23704,0.65064,0.51506,0.55858,0.40651,1.01219,1.08505,1.23174,0.0095215,0.0095215,0.0095215
31,5048.94,1.01307,1.249,1.23264,0.6475,0.51946,0.56256,0.4111,1.00865,1.07774,1.22811,0.009505,0.009505,0.009505
32,5172.44,1.0084,1.23181,1.23022,0.6444,0.52537,0.56437,0.41256,1.00542,1.06973,1.2245,0.0094885,0.0094885,0.0094885
33,5296.08,0.99499,1.21692,1.22026,0.64978,0.52623,0.57039,0.41676,1.001,1.06228,1.22047,0.009472,0.009472,0.009472
34,5419.5,1.00064,1.201,1.22188,0.64924,0.52849,0.57345,0.41892,0.99938,1.05565,1.21895,0.0094555,0.0094555,0.0094555
35,5543.01,1.00528,1.20775,1.2182,0.64925,0.531,0.57623,0.42168,0.99614,1.05003,1.21535,0.009439,0.009439,0.009439
