epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,48.4036,3.49732,5.68195,4.24526,0,0,0,0,3.57933,5.39385,4.1582,2.38e-06,2.38e-06,2.38e-06
2,58.8979,3.73982,5.67456,4.23919,0,0,0,0,3.57936,5.3939,4.15812,5.94018e-06,5.94018e-06,5.94018e-06
3,69.2627,3.51538,5.68022,4.2326,0,0,0,0,3.57946,5.39366,4.15758,9.48858e-06,9.48858e-06,9.48858e-06
4,79.6579,3.57511,5.69949,4.2401,0,0,0,0,3.57942,5.39296,4.15743,1.30252e-05,1.30252e-05,1.30252e-05
5,90.0304,3.72976,5.7311,4.22352,0,0,0,0,3.57973,5.39291,4.15696,1.655e-05,1.655e-05,1.655e-05
6,100.551,3.61812,5.76452,4.22298,0,0,0,0,3.57971,5.39239,4.15694,2.00631e-05,2.00631e-05,2.00631e-05
7,111.184,3.68712,5.74164,4.23057,0,0,0,0,3.57956,5.39154,4.15631,2.35644e-05,2.35644e-05,2.35644e-05
8,121.803,3.7032,5.74067,4.25586,0,0,0,0,3.57949,5.39179,4.15579,2.70539e-05,2.70539e-05,2.70539e-05
9,132.432,3.5873,5.76291,4.22286,0,0,0,0,3.57931,5.39088,4.15502,3.05316e-05,3.05316e-05,3.05316e-05
10,143.079,3.61558,5.79014,4.21404,0,0,0,0,3.57917,5.39066,4.15432,3.39975e-05,3.39975e-05,3.39975e-05
11,153.692,3.43707,5.74273,4.20285,0,0,0,0,3.57935,5.39011,4.15366,3.74517e-05,3.74517e-05,3.74517e-05
12,164.32,3.78206,5.76518,4.20476,0,0,0,0,3.57912,5.38992,4.15218,4.08941e-05,4.08941e-05,4.08941e-05
13,174.952,3.66211,5.72418,4.18642,0,0,0,0,3.5782,5.38964,4.15128,4.43246e-05,4.43246e-05,4.43246e-05
14,185.572,3.77178,5.74422,4.17546,0,0,0,0,3.57795,5.39009,4.15025,4.77435e-05,4.77435e-05,4.77435e-05
15,196.176,3.66011,5.71224,4.17686,0,0,0,0,3.57815,5.38883,4.14912,5.11505e-05,5.11505e-05,5.11505e-05
16,206.786,3.57969,5.76541,4.14498,0,0,0,0,3.57709,5.38914,4.14834,5.45457e-05,5.45457e-05,5.45457e-05
17,217.397,3.69015,5.73637,4.15227,0,0,0,0,3.57665,5.38899,4.14697,5.79292e-05,5.79292e-05,5.79292e-05
18,228.012,3.55275,5.70867,4.14323,0,0,0,0,3.57525,5.38794,4.14555,6.13009e-05,6.13009e-05,6.13009e-05
19,238.628,3.55244,5.6937,4.1422,0,0,0,0,3.57488,5.38769,4.14487,6.46608e-05,6.46608e-05,6.46608e-05
20,249.243,3.5648,5.72935,4.11909,0,0,0,0,3.57421,5.38706,4.144,6.80089e-05,6.80089e-05,6.80089e-05
21,259.843,3.57536,5.65119,4.10932,0,0,0,0,3.57332,5.38702,4.14419,7.13453e-05,7.13453e-05,7.13453e-05
22,270.461,3.57355,5.67537,4.09925,0,0,0,0,3.57037,5.3867,4.14461,7.46698e-05,7.46698e-05,7.46698e-05
23,281.082,3.66081,5.6523,4.06317,0,0,0,0,3.56879,5.38704,4.14671,7.79826e-05,7.79826e-05,7.79826e-05
24,291.714,3.63554,5.69438,4.04787,0,0,0,0,3.56729,5.3887,4.15381,8.12836e-05,8.12836e-05,8.12836e-05
25,302.339,3.62046,5.63029,4.02971,0,0,0,0,3.56709,5.39288,4.16528,8.45728e-05,8.45728e-05,8.45728e-05
26,312.991,3.70078,5.56922,3.99995,0,0,0,0,3.57057,5.39987,4.1857,8.78503e-05,8.78503e-05,8.78503e-05
27,323.625,3.72148,5.57119,4.00325,0,0,0,0,3.57703,5.41232,4.21277,9.11159e-05,9.11159e-05,9.11159e-05
28,334.279,3.53215,5.5809,3.96977,0,0,0,0,3.58353,5.4283,4.23864,9.43698e-05,9.43698e-05,9.43698e-05
29,344.99,3.68631,5.53951,3.95803,0,0,0,0,3.58575,5.43962,4.2448,9.76119e-05,9.76119e-05,9.76119e-05
30,355.648,3.55245,5.51237,3.9478,0,0,0,0,3.59003,5.45863,4.26163,0.000100842,0.000100842,0.000100842
31,366.318,3.47397,5.52042,3.91721,0,0,0,0,3.59674,5.48139,4.27585,0.000104061,0.000104061,0.000104061
