epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,147.009,3.66162,5.76666,4.23075,0.00157,0.00168,0.00095,0.00031,3.51338,5.2991,4.12364,0.00332613,0.00332613,0.00332613
2,232.101,2.59145,4.53624,2.904,0.38795,0.02071,0.00988,0.00431,2.18004,3.70432,2.45682,0.00664848,0.00664848,0.00664848
3,326.835,1.9122,3.61096,2.09351,0.27463,0.09653,0.04657,0.02433,1.87495,3.29535,2.08359,0.00995982,0.00995982,0.00995982
4,411.548,1.6833,3.07721,1.84368,0.23559,0.13467,0.08565,0.04793,1.70012,2.75292,1.91848,0.0099505,0.0099505,0.0099505
5,494.844,1.58237,2.75427,1.73035,0.33054,0.17835,0.13509,0.08017,1.62141,2.46567,1.77961,0.009934,0.009934,0.009934
6,578.745,1.51407,2.57132,1.66228,0.32225,0.2057,0.16505,0.10033,1.57227,2.32089,1.71064,0.0099175,0.0099175,0.0099175
7,662.125,1.47535,2.43118,1.61233,0.34616,0.2291,0.19525,0.12154,1.5165,2.17671,1.64762,0.009901,0.009901,0.009901
8,745.325,1.44633,2.33215,1.577,0.35775,0.24555,0.21997,0.13971,1.47745,2.09126,1.62085,0.0098845,0.0098845,0.0098845
9,828.359,1.40137,2.21769,1.53952,0.40371,0.2701,0.246,0.15559,1.44586,1.99828,1.58843,0.009868,0.009868,0.009868
10,910.939,1.39238,2.17837,1.51991,0.41403,0.27595,0.26458,0.17027,1.42193,1.93908,1.56465,0.0098515,0.0098515,0.0098515
11,993.23,1.36583,2.10662,1.49531,0.42802,0.29519,0.28154,0.18373,1.39378,1.86398,1.53078,0.009835,0.009835,0.009835
12,1075.23,1.3673,2.07229,1.4841,0.44183,0.30566,0.29725,0.19538,1.37129,1.81813,1.49813,0.0098185,0.0098185,0.0098185
13,1157.01,1.34545,2.02931,1.46491,0.45426,0.31496,0.31549,0.20859,1.36069,1.76822,1.49088,0.009802,0.009802,0.009802
14,1238.93,1.32397,1.98006,1.44652,0.45844,0.32896,0.32604,0.21701,1.34226,1.72713,1.46083,0.0097855,0.0097855,0.0097855
15,1320.96,1.30333,1.94314,1.42469,0.47171,0.33616,0.33399,0.22411,1.32566,1.69702,1.44921,0.009769,0.009769,0.009769
16,1403,1.30388,1.92862,1.42723,0.48138,0.34155,0.34554,0.23094,1.31283,1.66007,1.43441,0.0097525,0.0097525,0.0097525
17,1485.06,1.30135,1.92422,1.41517,0.46072,0.35123,0.35398,0.23882,1.30221,1.63696,1.41848,0.009736,0.009736,0.009736
18,1566.81,1.294,1.88621,1.40562,0.46342,0.35699,0.36074,0.2441,1.29371,1.61114,1.41291,0.0097195,0.0097195,0.0097195
19,1648.71,1.28408,1.86748,1.39422,0.49266,0.35555,0.3703,0.25124,1.28702,1.58876,1.40104,0.009703,0.009703,0.009703
20,1730.79,1.27745,1.84398,1.38705,0.49719,0.36721,0.37715,0.25557,1.27919,1.57242,1.38923,0.0096865,0.0096865,0.0096865
21,1812.67,1.2676,1.81141,1.37958,0.48946,0.37244,0.38053,0.25931,1.26935,1.55064,1.37814,0.00967,0.00967,0.00967
22,1895.46,1.27121,1.80503,1.3772,0.50926,0.37303,0.38748,0.26347,1.26341,1.53793,1.37021,0.0096535,0.0096535,0.0096535
23,1977.87,1.24897,1.78908,1.36276,0.50724,0.38014,0.39182,0.26694,1.2579,1.5226,1.36294,0.009637,0.009637,0.009637
24,2062.4,1.24882,1.77421,1.36117,0.52662,0.3795,0.39732,0.27233,1.24897,1.50498,1.35516,0.0096205,0.0096205,0.0096205
25,2144.66,1.24723,1.75781,1.35038,0.50775,0.38879,0.40254,0.27602,1.24371,1.49036,1.34856,0.009604,0.009604,0.009604
26,2228.03,1.24903,1.75281,1.35184,0.52743,0.39154,0.40559,0.27843,1.23963,1.47955,1.3429,0.0095875,0.0095875,0.0095875
27,2309.83,1.2495,1.74312,1.35026,0.52513,0.39236,0.40801,0.28055,1.23636,1.47225,1.33734,0.009571,0.009571,0.009571
28,2391.69,1.2405,1.72427,1.33913,0.55107,0.39012,0.41165,0.2834,1.23313,1.4613,1.33351,0.0095545,0.0095545,0.0095545
29,2473.47,1.23112,1.71048,1.33692,0.55258,0.39058,0.41508,0.2857,1.22981,1.45406,1.32916,0.009538,0.009538,0.009538
30,2555.18,1.23979,1.71152,1.33806,0.55165,0.39193,0.4178,0.28809,1.2265,1.44645,1.32501,0.0095215,0.0095215,0.0095215
31,2636.78,1.22419,1.69545,1.32803,0.55421,0.39694,0.42054,0.28992,1.22258,1.43946,1.32036,0.009505,0.009505,0.009505
32,2718.72,1.22334,1.69986,1.32603,0.56017,0.39725,0.42357,0.29219,1.21995,1.43307,1.31686,0.0094885,0.0094885,0.0094885
33,2800.67,1.23364,1.68986,1.32593,0.56017,0.39829,0.42517,0.29388,1.21743,1.42893,1.31428,0.009472,0.009472,0.009472
34,2882.75,1.21887,1.66844,1.31377,0.56341,0.39739,0.4269,0.29532,1.21547,1.42394,1.31171,0.0094555,0.0094555,0.0094555
35,2964.77,1.222,1.67996,1.31835,0.56577,0.39881,0.42809,0.29651,1.21366,1.41937,1.30898,0.009439,0.009439,0.009439
36,3046.81,1.22428,1.64925,1.31286,0.56998,0.39827,0.42929,0.29759,1.21215,1.41634,1.30664,0.0094225,0.0094225,0.0094225
37,3128.86,1.2168,1.64049,1.31067,0.57026,0.39999,0.43097,0.29823,1.21047,1.41243,1.30398,0.009406,0.009406,0.009406
38,3210.74,1.21406,1.65082,1.31305,0.57716,0.3996,0.43229,0.29929,1.20926,1.40852,1.30236,0.0093895,0.0093895,0.0093895
39,3292.8,1.21172,1.63645,1.3084,0.57315,0.40302,0.43348,0.3001,1.20765,1.40537,1.30045,0.009373,0.009373,0.009373
40,3374.35,1.21206,1.63021,1.29845,0.57606,0.4019,0.43447,0.30128,1.20623,1.40277,1.29859,0.0093565,0.0093565,0.0093565
41,3456.25,1.2147,1.61725,1.30089,0.57819,0.40228,0.43514,0.30174,1.20493,1.39967,1.2967,0.00934,0.00934,0.00934
42,3537.83,1.21812,1.63399,1.29473,0.57714,0.4041,0.43632,0.30272,1.20386,1.39747,1.29507,0.0093235,0.0093235,0.0093235
43,3619.29,1.20531,1.62035,1.28926,0.57407,0.40836,0.43775,0.30392,1.20266,1.3949,1.29348,0.009307,0.009307,0.009307
44,3701.06,1.19444,1.59204,1.28835,0.5741,0.40912,0.43867,0.30464,1.2017,1.39286,1.29203,0.0092905,0.0092905,0.0092905
45,3782.72,1.20433,1.61526,1.29022,0.57782,0.40684,0.439,0.30496,1.20065,1.39059,1.29051,0.009274,0.009274,0.009274
46,3864.56,1.20796,1.60796,1.29182,0.57479,0.41003,0.43977,0.30564,1.19965,1.38884,1.289,0.0092575,0.0092575,0.0092575
47,3946.51,1.20659,1.59339,1.28516,0.57406,0.41247,0.44098,0.30668,1.19878,1.38699,1.28752,0.009241,0.009241,0.009241
48,4030.77,1.19581,1.58203,1.27658,0.57504,0.41252,0.44191,0.30733,1.19784,1.38504,1.28622,0.0092245,0.0092245,0.0092245
49,4112.83,1.18975,1.57248,1.27624,0.57474,0.41382,0.44258,0.30793,1.19679,1.38368,1.28469,0.009208,0.009208,0.009208
50,4195.85,1.18115,1.5831,1.27338,0.57423,0.41437,0.44363,0.30858,1.19599,1.38206,1.28337,0.0091915,0.0091915,0.0091915
51,4278.11,1.19571,1.59566,1.27921,0.57349,0.41545,0.44425,0.30923,1.19526,1.38072,1.28196,0.009175,0.009175,0.009175
52,4360.18,1.17428,1.57229,1.27007,0.57542,0.41628,0.4449,0.3097,1.19468,1.37908,1.28073,0.0091585,0.0091585,0.0091585
53,4442.32,1.18496,1.56926,1.27023,0.57742,0.41708,0.44568,0.3102,1.19382,1.37744,1.27947,0.009142,0.009142,0.009142
54,4523.94,1.19602,1.56245,1.27207,0.5739,0.41841,0.44552,0.31054,1.19315,1.37643,1.27824,0.0091255,0.0091255,0.0091255
55,4605.76,1.1906,1.56274,1.26963,0.57342,0.41948,0.44617,0.31116,1.19219,1.37503,1.27666,0.009109,0.009109,0.009109
56,4687.47,1.18704,1.56681,1.26797,0.57631,0.41935,0.44715,0.31173,1.19167,1.37381,1.27558,0.0090925,0.0090925,0.0090925
57,4769.56,1.17212,1.5558,1.26325,0.57681,0.4187,0.4473,0.31208,1.19102,1.37276,1.27426,0.009076,0.009076,0.009076
58,4871.55,1.19556,1.55656,1.27078,0.57647,0.4186,0.44808,0.31274,1.19049,1.3713,1.27317,0.0090595,0.0090595,0.0090595
59,4953.7,1.18132,1.54863,1.25926,0.57735,0.41979,0.44852,0.31295,1.18972,1.37023,1.2719,0.009043,0.009043,0.009043
60,5035.28,1.18314,1.554,1.26289,0.57481,0.42228,0.44906,0.31373,1.18884,1.36963,1.27068,0.0090265,0.0090265,0.0090265
61,5116.92,1.17441,1.54337,1.26154,0.57471,0.42287,0.44988,0.31436,1.18813,1.36902,1.2694,0.00901,0.00901,0.00901
62,5198.82,1.17882,1.53471,1.26266,0.57602,0.42419,0.4506,0.31483,1.18737,1.36836,1.26806,0.0089935,0.0089935,0.0089935
63,5280.53,1.18523,1.53207,1.26215,0.57664,0.4244,0.45103,0.31542,1.1867,1.36782,1.26683,0.008977,0.008977,0.008977
64,5361.89,1.18151,1.55066,1.26105,0.57716,0.4249,0.45125,0.31586,1.1861,1.36715,1.26566,0.0089605,0.0089605,0.0089605
65,5443.14,1.17625,1.52643,1.25457,0.57958,0.42351,0.45199,0.31653,1.18539,1.36657,1.26456,0.008944,0.008944,0.008944
66,5524.56,1.17868,1.52309,1.25814,0.58265,0.42264,0.45248,0.31702,1.18464,1.36602,1.26337,0.0089275,0.0089275,0.0089275
67,5605.93,1.17195,1.53426,1.25136,0.58221,0.42339,0.45306,0.31762,1.18396,1.36535,1.2624,0.008911,0.008911,0.008911
68,5687.29,1.16974,1.52219,1.25124,0.58241,0.42542,0.4535,0.31828,1.1834,1.36518,1.26133,0.0088945,0.0088945,0.0088945
69,5768.93,1.16155,1.5359,1.25197,0.58555,0.42467,0.45411,0.31872,1.18275,1.36457,1.26037,0.008878,0.008878,0.008878
70,5850.97,1.16789,1.52313,1.24945,0.5869,0.42515,0.45506,0.31939,1.1825,1.3645,1.25963,0.0088615,0.0088615,0.0088615
71,5933.9,1.1623,1.51495,1.24948,0.58809,0.42538,0.45535,0.31984,1.182,1.36409,1.25862,0.008845,0.008845,0.008845
72,6015.48,1.16396,1.51239,1.24581,0.58792,0.42621,0.45579,0.32031,1.18148,1.36363,1.2575,0.0088285,0.0088285,0.0088285
73,6098.08,1.16587,1.506,1.24284,0.59142,0.42525,0.45611,0.32065,1.18074,1.36288,1.2563,0.008812,0.008812,0.008812
74,6180.87,1.16656,1.50233,1.24991,0.5883,0.42683,0.45679,0.32134,1.17972,1.36194,1.25503,0.0087955,0.0087955,0.0087955
75,6262.58,1.17362,1.49724,1.24429,0.58749,0.42777,0.4573,0.32197,1.17913,1.36096,1.25387,0.008779,0.008779,0.008779
76,6344.33,1.16172,1.49371,1.24283,0.58572,0.42836,0.45771,0.32235,1.17817,1.36036,1.25272,0.0087625,0.0087625,0.0087625
77,6425.51,1.16276,1.50959,1.24003,0.58814,0.42794,0.45842,0.32284,1.17743,1.35924,1.25153,0.008746,0.008746,0.008746
78,6506.74,1.15585,1.49815,1.24096,0.58955,0.42774,0.45894,0.32336,1.17673,1.35813,1.25067,0.0087295,0.0087295,0.0087295
79,6588.29,1.16104,1.49525,1.23986,0.59186,0.42756,0.45988,0.32419,1.176,1.35691,1.24953,0.008713,0.008713,0.008713
80,6669.81,1.16003,1.48643,1.23992,0.5945,0.42836,0.46062,0.32449,1.17514,1.35578,1.24842,0.0086965,0.0086965,0.0086965
81,6751.41,1.15338,1.48512,1.23646,0.59429,0.42878,0.46126,0.32499,1.17429,1.3549,1.24727,0.00868,0.00868,0.00868
82,6832.82,1.15883,1.48816,1.23732,0.59471,0.42831,0.46148,0.3255,1.17329,1.35365,1.2461,0.0086635,0.0086635,0.0086635
83,6914.76,1.16299,1.48025,1.23446,0.59652,0.42671,0.46197,0.32607,1.17246,1.35245,1.24519,0.008647,0.008647,0.008647
84,6996.5,1.163,1.49222,1.23841,0.59729,0.4279,0.4629,0.32666,1.1717,1.35133,1.24421,0.0086305,0.0086305,0.0086305
85,7078.25,1.16161,1.49175,1.23273,0.59888,0.42795,0.46359,0.32715,1.17096,1.35023,1.2435,0.008614,0.008614,0.008614
86,7159.33,1.15699,1.4957,1.24084,0.60295,0.42722,0.46406,0.32818,1.17034,1.34914,1.24246,0.0085975,0.0085975,0.0085975
87,7240.68,1.16122,1.48584,1.22994,0.60412,0.4285,0.4649,0.3286,1.16988,1.34812,1.24173,0.008581,0.008581,0.008581
